,feature,type
7944,心脏受不了,-2
7945,消耗,-2
7946,不能信赖的,-2
7947,饥饿,-2
7948,嘀咕,-2
7949,拘谨,-2
7950,招致毁灭,-2
7951,倾斜,-2
7952,极不协调,-2
7953,厉声,-2
7954,不直截了当,-2
7955,辐射,-2
7956,阴沈的,-2
7957,苦的东西,-2
7958,低级庸俗,-2
7959,寄生虫,-2
7960,倒彩,-2
7961,重担,-2
7962,害人,-2
7963,乱想,-2
7964,不得已的,-2
7965,颠倒是非,-2
7966,魔鬼似的,-2
7967,发育停止,-2
7968,束缚物,-2
7969,迟滞,-2
7970,咕哝着说,-2
7971,小器,-2
7972,瑕疵,-2
7973,无意义的,-2
7974,远离,-2
7975,鬼东西,-2
7976,使模糊,-2
7977,计较,-2
7978,搞迷信,-2
7979,抓取,-2
7980,抱怨地说,-2
7981,难达到的,-2
7982,不牢固,-2
7983,抵触,-2
7984,易爆发的,-2
7985,背信弃义的,-2
7986,大闹,-2
7987,口渴的,-2
7988,罪的,-2
7989,亳不,-2
7990,未必,-2
7991,轻佻的,-2
7992,滥砍,-2
7993,回避,-2
7994,不寻常,-2
7995,离开,-2
7996,不省人事的,-2
7997,冠冕堂皇,-2
7998,险境,-2
7999,控告,-2
8000,令人失望,-2
8001,压治统治,-2
8002,不同意,-2
8003,排斥,-2
8004,剔除,-2
8005,使乾枯,-2
8006,分心的事物,-2
8007,看不惯,-2
8008,惊扰,-2
8009,大错,-2
8010,不合格,-2
8011,使纠缠,-2
8012,苦事,-2
8013,秃头,-2
8014,无遮蔽的,-2
8015,艰难的,-2
8016,暴风,-2
8017,最小限度,-2
8018,提出论据反对,-2
8019,漂泊者,-2
8020,有成见,-2
8021,衰弱的,-2
8022,不稳定,-2
8023,放纵的,-2
8024,逃避职责,-2
8025,不能区别,-2
8026,冒险假设,-2
8027,不成,-2
8028,越想越气,-2
8029,虚饰,-2
8030,不伦不类,-2
8031,刀刃,-2
8032,捕捉器,-2
8033,行为不检的,-2
8034,孤儿,-2
8035,恶毒的,-2
8036,突然的,-2
8037,隐瞒,-2
8038,触怒,-2
8039,猪狗不如,-2
8040,暴露,-2
8041,噘起,-2
8042,未经,-2
8043,大骂,-2
8044,绕圈子的话,-2
8045,含糊地说,-2
8046,误人子弟,-2
8047,码的,-2
8048,杀千刀,-2
8049,灾害,-2
8050,愚钝,-2
8051,叫喊着说,-2
8052,抛弃,-2
8053,隔绝,-2
8054,蹩脚的,-2
8055,不诚实,-2
8056,心烦,-2
8057,啪嗒,-2
8058,糟透的,-2
8059,禁制,-2
8060,愤世,-2
8061,耍什麽狠,-2
8062,使破产,-2
8063,不幸之事,-2
8064,压碎,-2
8065,为难,-2
8066,讶然,-2
8067,突如其来的,-2
8068,贪污,-2
8069,减弱,-2
8070,潦倒,-2
8071,使烦乱,-2
8072,暴力引起,-2
8073,老年,-2
8074,超出,-2
8075,不出,-2
8076,贪求,-2
8077,撞墙,-2
8078,狂傲,-2
8079,救命,-2
8080,不务正业,-2
8081,羞羞羞,-2
8082,假装,-2
8083,忧伤,-2
8084,不周到的,-2
8085,受伤,-2
8086,不洁,-2
8087,不平静,-2
8088,质疑,-2
8089,劈啪,-2
8090,偷偷取得,-2
8091,变破烂,-2
8092,给我死,-2
8093,去你妈,-2
8094,强打,-2
8095,怠慢,-2
8096,辩论,-2
8097,寒冷刺骨的,-2
8098,泥污,-2
8099,偷东西,-2
8100,贪污的,-2
8101,完了,-2
8102,交战国,-2
8103,没出息,-2
8104,完全丧失者,-2
8105,狂热,-2
8106,不甘不愿,-2
8107,使人不愉快,-2
8108,不法,-2
8109,纠缠不休,-2
8110,被议论,-2
8111,扭捏作态,-2
8112,破产,-2
8113,对抗,-2
8114,不知道的,-2
8115,辐射性微尘,-2
8116,患病的,-2
8117,投弹,-2
8118,用臭气赶出,-2
8119,鬼叫,-2
8120,无能,-2
8121,臭功夫,-2
8122,悲哀地说,-2
8123,筋疲,-2
8124,没有防备,-2
8125,衰落,-2
8126,腐蚀,-2
8127,无魅力,-2
8128,掠夺行为,-2
8129,不可信赖,-2
8130,无志气的人,-2
8131,有碍观瞻,-2
8132,犹豫,-2
8133,伤害感情,-2
8134,没精打采,-2
8135,囚禁,-2
8136,够不爽,-2
8137,不足为奇,-2
8138,异乎寻常,-2
8139,无耻,-2
8140,鸡巴毛,-2
8141,死蟑螂,-2
8142,丧气,-2
8143,太过自信,-2
8144,免谈,-2
8145,泥泞,-2
8146,动不动,-2
8147,供认,-2
8148,忘恩负义,-2
8149,批臭,-2
8150,丑男,-2
8151,眼花的,-2
8152,矮小的东西,-2
8153,孤僻,-2
8154,酒鬼,-2
8155,密谋,-2
8156,泪珠,-2
8157,对手,-2
8158,报歉,-2
8159,苛刻,-2
8160,胁迫,-2
8161,阴沈沈的样子,-2
8162,最後通牒,-2
8163,暴雨,-2
8164,尸体,-2
8165,无价值,-2
8166,凶险,-2
8167,烟雾弥漫,-2
8168,勒死,-2
8169,顽强,-2
8170,破坏名誉,-2
8171,可怜,-2
8172,可怖,-2
8173,可怕,-2
8174,藏刀,-2
8175,逞威风的,-2
8176,没脑袋,-2
8177,酶烂,-2
8178,混淆国际视听,-2
8179,迫不得已,-2
8180,没有目标,-2
8181,蔓生的,-2
8182,玩世不恭,-2
8183,不肯定,-2
8184,肉脚,-2
8185,滥用,-2
8186,砰声,-2
8187,无常的,-2
8188,反动派,-2
8189,乱辩,-2
8190,悲观,-2
8191,屠杀,-2
8192,不平常,-2
8193,嫌弃,-2
8194,可恨,-2
8195,发作,-2
8196,撕裂处,-2
8197,悲触,-2
8198,丑的,-2
8199,打赌,-2
8200,冒牌,-2
8201,可恶,-2
8202,孤单,-2
8203,猛闯,-2
8204,发动突然袭击,-2
8205,缝你嘴巴,-2
8206,发出嘈杂声,-2
8207,不稳固,-2
8208,宣告无效,-2
8209,灰心,-2
8210,攻击者,-2
8211,冒犯,-2
8212,起阻碍作用,-2
8213,劝阻,-2
8214,论战,-2
8215,破旧的,-2
8216,台湾之耻,-2
8217,可悲,-2
8218,不在乎的,-2
8219,未完成,-2
8220,眼睛瞎调,-2
8221,可惜,-2
8222,耍贱,-2
8223,不知道,-2
8224,侵犯的,-2
8225,守财奴,-2
8226,有倾向,-2
8227,胆怯,-2
8228,不满,-2
8229,啪地落下,-2
8230,搞下去,-2
8231,怪诞的行动,-2
8232,碎布条,-2
8233,翻倒,-2
8234,呆滞的,-2
8235,猛然地,-2
8236,搞了鬼,-2
8237,乱吹牛,-2
8238,被碾碎,-2
8239,烙印,-2
8240,散漫,-2
8241,令人怀疑的,-2
8242,脾气坏,-2
8243,发出尖锐的声音,-2
8244,急切地要求得到,-2
8245,斥责,-2
8246,辩解,-2
8247,羞耻,-2
8248,退步,-2
8249,愚蠢的人,-2
8250,可憎,-2
8251,偏心,-2
8252,蠢女,-2
8253,脾气坏的,-2
8254,焦躁的,-2
8255,动荡的局面,-2
8256,复杂,-2
8257,抗辩,-2
8258,破坏心情,-2
8259,使贫困,-2
8260,脱口,-2
8261,心酸,-2
8262,批评为,-2
8263,无人情味的,-2
8264,残暴的,-2
8265,疹子,-2
8266,共犯,-2
8267,使发烧,-2
8268,猪头,-2
8269,不可抵抗,-2
8270,不清,-2
8271,怀敌意,-2
8272,欺压,-2
8273,突袭,-2
8274,吃饱太闲,-2
8275,嘶哑,-2
8276,垮掉,-2
8277,残暴,-2
8278,啜泣着说,-2
8279,死蚊子,-2
8280,不精确,-2
8281,凄婉,-2
8282,对健康有害,-2
8283,不幸的人,-2
8284,逃亡的,-2
8285,鸟话,-2
8286,机车,-2
8287,侵略国,-2
8288,很蠢,-2
8289,无用的老马,-2
8290,很烂,-2
8291,残疾的,-2
8292,残疾,-2
8293,极蠢,-2
8294,造成破坏,-2
8295,不易了解,-2
8296,不谨慎的,-2
8297,谁来救救我,-2
8298,违拗,-2
8299,不合规定,-2
8300,无可争辩,-2
8301,献殷勤,-2
8302,使碎裂,-2
8303,死心,-2
8304,气得,-2
8305,未减轻,-2
8306,小提大做,-2
8307,没有考虑的,-2
8308,更坏的事,-2
8309,难捕捉之物,-2
8310,违抗,-2
8311,承受不住的,-2
8312,老娘,-2
8313,双关话,-2
8314,变态者,-2
8315,毛骨悚然,-2
8316,不均匀,-2
8317,诱饵,-2
8318,烦心,-2
8319,搏斗,-2
8320,畏怯,-2
8321,互吵,-2
8322,透不过气来,-2
8323,刺伤,-2
8324,仿制,-2
8325,迁怒,-2
8326,可望,-2
8327,下半身思考,-2
8328,无人理睬的,-2
8329,勉强,-2
8330,毁谤,-2
8331,持异议,-2
8332,假货,-2
8333,心疼,-2
8334,不近,-2
8335,使烦燥,-2
8336,横着的,-2
8337,短促,-2
8338,差异,-2
8339,败德的,-2
8340,心痛,-2
8341,殖民,-2
8342,衰老,-2
8343,搞分裂,-2
8344,料想不到,-2
8345,无勇气的,-2
8346,烂污货,-2
8347,忍住,-2
8348,差强,-2
8349,横肉,-2
8350,搞阶级斗争,-2
8351,绝望的,-2
8352,废止,-2
8353,热病,-2
8354,无礼貌的,-2
8355,老子,-2
8356,承受不住,-2
8357,养伤,-2
8358,捉贼,-2
8359,成废物,-2
8360,诡密的,-2
8361,掉队的飞机,-2
8362,心惊胆战,-2
8363,死黑店,-2
8364,哀号,-2
8365,乱吃豆腐,-2
8366,哀叹,-2
8367,流放,-2
8368,畏惧,-2
8369,惊栗,-2
8370,使脱轨,-2
8371,使黑暗,-2
8372,缺乏感情的,-2
8373,猛地落下,-2
8374,难治疗,-2
8375,颠簸,-2
8376,使恼火,-2
8377,僵硬,-2
8378,功利主义者,-2
8379,改变不了,-2
8380,混吃混住,-2
8381,严重事故,-2
8382,呻吟,-2
8383,通俗的,-2
8384,利用,-2
8385,死亡,-2
8386,不幸的,-2
8387,陷入僵局,-2
8388,娼妓,-2
8389,关押,-2
8390,罗哩吧唆,-2
8391,加重,-2
8392,漏做,-2
8393,不毛,-2
8394,难达到,-2
8395,反对改革的,-2
8396,玉石俱焚,-2
8397,莫名,-2
8398,嘲笑的,-2
8399,祸根,-2
8400,无理性,-2
8401,真是烂,-2
8402,使枯竭,-2
8403,布置地雷或水雷,-2
8404,掌击,-2
8405,刺眼,-2
8406,不赞同,-2
8407,一再叮嘱,-2
8408,叹气,-2
8409,不听话的,-2
8410,颤抖,-2
8411,好屌,-2
8412,用诡计取得,-2
8413,延期,-2
8414,不合意,-2
8415,走狗,-2
8416,安静下来,-2
8417,清寒,-2
8418,引起嘲笑的,-2
8419,意图,-2
8420,碎片,-2
8421,必死无疑,-2
8422,可耻的,-2
8423,死猪头,-2
8424,小心,-2
8425,恶性肿瘤,-2
8426,走得慢,-2
8427,处於不利,-2
8428,被撕裂,-2
8429,死不,-2
8430,摇动,-2
8431,违悖,-2
8432,闹哄哄,-2
8433,粗暴的,-2
8434,未经检查的,-2
8435,不合逻辑的,-2
8436,自暴自弃,-2
8437,中止,-2
8438,浪子,-2
8439,患病,-2
8440,破产了,-2
8441,倒坍,-2
8442,该罚下地狱的,-2
8443,灾祸,-2
8444,渐失,-2
8445,隔离,-2
8446,诱骗,-2
8447,无可争辩的,-2
8448,冷眼旁观,-2
8449,劣根性,-2
8450,狭隘,-2
8451,不舒适,-2
8452,局限於狭小空间,-2
8453,太迟,-2
8454,不能说明,-2
8455,拥挤的,-2
8456,无道德,-2
8457,打抱不平,-2
8458,贫困,-2
8459,太过,-2
8460,少惹我,-2
8461,哭得使,-2
8462,冗长乏味,-2
8463,绝不,-2
8464,操你母,-2
8465,原子尘的降下,-2
8466,使分隔,-2
8467,不对劲,-2
8468,侵袭,-2
8469,压下,-2
8470,使不知所措,-2
8471,勾引到,-2
8472,误导的,-2
8473,脾气暴躁,-2
8474,尖着,-2
8475,懒趴,-2
8476,发疯似,-2
8477,神经质的,-2
8478,恸哭,-2
8479,声名狼藉,-2
8480,漏出,-2
8481,痛苦的根源,-2
8482,极可憎的,-2
8483,痴人说梦,-2
8484,吵闹,-2
8485,易生气,-2
8486,使丢脸,-2
8487,失利,-2
8488,莫名其妙,-2
8489,何不,-2
8490,下毒,-2
8491,胆敢,-2
8492,肤浅的,-2
8493,使饿死,-2
8494,拖沓地进行,-2
8495,贬低,-2
8496,闹情绪,-2
8497,可耻的人,-2
8498,推托,-2
8499,贪欲,-2
8500,教得烂,-2
8501,火大,-2
8502,悄悄踱步,-2
8503,破落的,-2
8504,老大,-2
8505,会传播的,-2
8506,神经病,-2
8507,贝戈哥,-2
8508,死得很难看,-2
8509,无声音,-2
8510,滥打人,-2
8511,胡乱,-2
8512,不出场,-2
8513,恐怖手段,-2
8514,无法投递的邮件,-2
8515,基础薄弱,-2
8516,不管怎样,-2
8517,无信用,-2
8518,好战,-2
8519,挥霍无度,-2
8520,致死的,-2
8521,不讲信用,-2
8522,倾卸,-2
8523,篡夺,-2
8524,战栗,-2
8525,无决断力,-2
8526,命运注定的,-2
8527,极愚蠢,-2
8528,戏弄,-2
8529,糟透了,-2
8530,对付不了,-2
8531,受挫折的,-2
8532,乱批评,-2
8533,无变化的,-2
8534,有害的动物,-2
8535,马的逼,-2
8536,凋谢,-2
8537,屌啥,-2
8538,未触及的,-2
8539,匆忙地走,-2
8540,令人讨厌的人,-2
8541,俱焚,-2
8542,绞痛,-2
8543,假冒品,-2
8544,憋死,-2
8545,反常的,-2
8546,发疯,-2
8547,致命,-2
8548,谎言,-2
8549,旁徨,-2
8550,违建,-2
8551,屌琅当,-2
8552,设伏,-2
8553,密藏,-2
8554,隐伏,-2
8555,逼退回,-2
8556,臭屁,-2
8557,乱丢垃圾,-2
8558,懒散地,-2
8559,难以捉摸的,-2
8560,低级,-2
8561,自诩,-2
8562,倒楣,-2
8563,骂得很惨,-2
8564,消耗性的,-2
8565,臭老猴,-2
8566,奉承,-2
8567,当不起,-2
8568,使有危险,-2
8569,老是,-2
8570,从事伪造活动,-2
8571,使陷危地,-2
8572,轰动,-2
8573,骂出,-2
8574,贪吃,-2
8575,我操你妈,-2
8576,悲哀的,-2
8577,诽谤罪,-2
8578,烂仗,-2
8579,没屁眼,-2
8580,长肥,-2
8581,下层社会,-2
8582,不为人喜,-2
8583,做死做活,-2
8584,禁止,-2
8585,同谋,-2
8586,迁就,-2
8587,搞得一团乱,-2
8588,腐败的,-2
8589,臭蚊子,-2
8590,被打碎,-2
8591,烦扰,-2
8592,叛徒,-2
8593,投机,-2
8594,晒焦,-2
8595,横行,-2
8596,浪费时间,-2
8597,冷落,-2
8598,使疲劳,-2
8599,疯狂地,-2
8600,硬挤,-2
8601,人事不省,-2
8602,吵吵闹闹,-2
8603,不和,-2
8604,过份,-2
8605,管你去死,-2
8606,禁欲,-2
8607,谎话,-2
8608,彻底失败,-2
8609,别离,-2
8610,不充足的,-2
8611,受损失,-2
8612,敌军,-2
8613,烂人,-2
8614,过世,-2
8615,闪人,-2
8616,污物,-2
8617,肚烂,-2
8618,心情恶劣,-2
8619,加障碍於,-2
8620,亳不留情,-2
8621,无人情味,-2
8622,法西斯党员,-2
8623,嘴巴放乾净一点,-2
8624,使疼痛,-2
8625,谈不拢,-2
8626,惊呼,-2
8627,踌躇,-2
8628,简陋的,-2
8629,使抽动,-2
8630,易被瞒的,-2
8631,流浪汉,-2
8632,动摇,-2
8633,骄弱,-2
8634,无底洞,-2
8635,魔鬼的,-2
8636,僵持不下,-2
8637,送葬者,-2
8638,怀有恶意,-2
8639,烂上,-2
8640,惊吓,-2
8641,粗俗,-2
8642,扣押,-2
8643,尖刻,-2
8644,模糊,-2
8645,不合,-2
8646,玩人家,-2
8647,风凉话,-2
8648,退出,-2
8649,震动,-2
8650,冲口说出,-2
8651,哀求,-2
8652,贪图,-2
8653,惊人的,-2
8654,搞糟,-2
8655,恶性的,-2
8656,含糊,-2
8657,杂草,-2
8658,乱吃,-2
8659,气愤,-2
8660,失色,-2
8661,东西,-2
8662,乱吼,-2
8663,乱吠,-2
8664,挤出前进,-2
8665,泥坑,-2
8666,沈下脸,-2
8667,使变暗淡,-2
8668,不赚钱的,-2
8669,低下,-2
8670,狼狈为奸,-2
8671,罚金,-2
8672,被打,-2
8673,难捉摸的,-2
8674,死狗,-2
8675,轻蔑的,-2
8676,心有馀悸,-2
8677,去搞,-2
8678,疯癫的,-2
8679,装死,-2
8680,丑事,-2
8681,漏气,-2
8682,死爱,-2
8683,很丑,-2
8684,冒冷汗,-2
8685,才疏学浅,-2
8686,对头,-2
8687,死光光,-2
8688,坏水,-2
8689,蛮横的,-2
8690,介意,-2
8691,四散,-2
8692,传染,-2
8693,逃不过,-2
8694,歇斯底里,-2
8695,使焦虑,-2
8696,使後退,-2
8697,撒旦,-2
8698,仿制品,-2
8699,使上瘾,-2
8700,呜哩哩,-2
8701,丑丑,-2
8702,瞧不起人,-2
8703,灭口,-2
8704,走人,-2
8705,死缠活缠,-2
8706,徵收,-2
8707,气咻咻,-2
8708,脚踢,-2
8709,古怪的人,-2
8710,起反作用,-2
8711,急促地说,-2
8712,捏造,-2
8713,使成孤儿,-2
8714,不怀好意,-2
8715,脸上发红的,-2
8716,未经检查,-2
8717,气急,-2
8718,挥霍无度的,-2
8719,贸然轻率,-2
8720,使腐败,-2
8721,倾倒,-2
8722,要饭,-2
8723,投敌,-2
8724,不亲切,-2
8725,一枪毙了你,-2
8726,患精神病的,-2
8727,气恼,-2
8728,烦恼,-2
8729,含糊地说话,-2
8730,巴掌,-2
8731,污点,-2
8732,反证,-2
8733,意欲,-2
8734,使不相宜,-2
8735,行窃,-2
8736,自我中心,-2
8737,少烦我,-2
8738,焦躁,-2
8739,退却,-2
8740,砍得很深,-2
8741,不和的,-2
8742,表示忿恨的,-2
8743,让你好看,-2
8744,敏感的,-2
8745,无救的,-2
8746,死猫,-2
8747,撕破脸,-2
8748,抓来,-2
8749,砍得很深的伤口,-2
8750,枪毙,-2
8751,败坏的,-2
8752,轰击,-2
8753,容易受惊,-2
8754,创伤,-2
8755,使疲倦,-2
8756,干礁,-2
8757,不合格的,-2
8758,咯咯声,-2
8759,下垂,-2
8760,拉出,-2
8761,荒芜,-2
8762,竟然,-2
8763,不忠的,-2
8764,用树篱围,-2
8765,突然不见,-2
8766,胆大,-2
8767,哭幺,-2
8768,受损害,-2
8769,卖国贼,-2
8770,不合宜,-2
8771,割裂,-2
8772,颤声,-2
8773,乌烟瘴气,-2
8774,不准,-2
8775,未指明,-2
8776,裂口,-2
8777,放逐,-2
8778,真他妈,-2
8779,制服,-2
8780,增恶,-2
8781,泪下,-2
8782,难相处,-2
8783,像哈巴狗一样,-2
8784,殴打,-2
8785,错乱地做事,-2
8786,令人窒息的浓烟,-2
8787,愠怒的,-2
8788,地狱,-2
8789,沈重的脚步声,-2
8790,不能征服的,-2
8791,绞死,-2
8792,凹种,-2
8793,臭青蛙,-2
8794,浅薄的,-2
8795,失落,-2
8796,引咎,-2
8797,怨言,-2
8798,唠里唠叨,-2
8799,砍伤,-2
8800,不公,-2
8801,唠叨,-2
8802,自我本位的,-2
8803,现实,-2
8804,极残忍的人,-2
8805,用矛刺,-2
8806,不关,-2
8807,乾燥的,-2
8808,缺德,-2
8809,使破烂,-2
8810,咕哝,-2
8811,艰巨的,-2
8812,走下坡,-2
8813,歇斯底里症,-2
8814,食古不化,-2
8815,吵吵闹闹的要求,-2
8816,偷运,-2
8817,偷偷,-2
8818,傻子,-2
8819,溺死,-2
8820,含有特定意味,-2
8821,不能解决的,-2
8822,严厉对待,-2
8823,神经病的,-2
8824,减损,-2
8825,不合宜的,-2
8826,缺席,-2
8827,高速疾驶,-2
8828,感冒,-2
8829,嫌恶,-2
8830,严重地,-2
8831,之耻,-2
8832,草菅人命,-2
8833,低等,-2
8834,相反,-2
8835,不像,-2
8836,万劫不复,-2
8837,气昏,-2
8838,疏远,-2
8839,健忘,-2
8840,放狗咬我啊,-2
8841,消耗性,-2
8842,死的,-2
8843,麻醉药物,-2
8844,失察,-2
8845,驽马,-2
8846,一再,-2
8847,害怕的,-2
8848,污的,-2
8849,冲击波,-2
8850,不坚固的,-2
8851,恶脸相向,-2
8852,如兽,-2
8853,拒绝接受,-2
8854,不结果的,-2
8855,被驱逐,-2
8856,怠工,-2
8857,失密,-2
8858,求助,-2
8859,中毒,-2
8860,反讽,-2
8861,塞你祖马勒,-2
8862,笨拙的,-2
8863,含混的,-2
8864,破坏我的心情,-2
8865,神经病患者,-2
8866,着火,-2
8867,夸耀,-2
8868,犀利,-2
8869,撬动,-2
8870,残暴的行为,-2
8871,发炎,-2
8872,不可讳言,-2
8873,加剧,-2
8874,发烧,-2
8875,溘逝,-2
8876,不值,-2
8877,发热,-2
8878,重击,-2
8879,可厌恶的,-2
8880,无勇气,-2
8881,难接近的,-2
8882,下流的,-2
8883,动怒,-2
8884,翻滚,-2
8885,伤风,-2
8886,感伤的,-2
8887,反话,-2
8888,乱叫,-2
8889,不听话,-2
8890,堵塞,-2
8891,窒息噎,-2
8892,不可,-2
8893,复杂性,-2
8894,吹捧,-2
8895,嘲笑着说,-2
8896,轧轧,-2
8897,用拳猛击,-2
8898,冲蚀,-2
8899,声名狼藉的,-2
8900,搞什麽玩意,-2
8901,唱反调,-2
8902,自责,-2
8903,自负,-2
8904,惊叹,-2
8905,不稳定的,-2
8906,不受,-2
8907,痛苦,-2
8908,不公平的,-2
8909,惊叫,-2
8910,伪装,-2
8911,久经,-2
8912,懒人,-2
8913,归咎於,-2
8914,欠缺,-2
8915,赃物,-2
8916,阻隔,-2
8917,发臭味,-2
8918,使用计谋的,-2
8919,使惊恐,-2
8920,丧友,-2
8921,落下,-2
8922,紧急事件,-2
8923,使发狂,-2
8924,行为不检,-2
8925,孬种,-2
8926,傲慢无礼,-2
8927,非自愿的,-2
8928,悲伤者,-2
8929,屠宰,-2
8930,他妈的,-2
8931,气冲冲,-2
8932,坏孩子,-2
8933,不得已,-2
8934,剥削,-2
8935,单挑,-2
8936,恶魔,-2
8937,不洁的,-2
8938,卑劣的,-2
8939,拗客,-2
8940,使惊惧,-2
8941,昏迷的,-2
8942,矮的,-2
8943,损失惨重,-2
8944,退回,-2
8945,胆小,-2
8946,毒气,-2
8947,拍马屁,-2
8948,赊欠,-2
8949,冗语,-2
8950,攻击性的,-2
8951,老不休,-2
8952,麻醉,-2
8953,有困难,-2
8954,推翻,-2
8955,徒然,-2
8956,自相残杀,-2
8957,死老头,-2
8958,分离,-2
8959,滑稽的,-2
8960,使惊愕,-2
8961,该罚,-2
8962,退场,-2
8963,分离的,-2
8964,缺少,-2
8965,不务,-2
8966,不加,-2
8967,毒液,-2
8968,不劳,-2
8969,狗嘴吐不出象牙,-2
8970,愤然,-2
8971,随你便,-2
8972,生气的,-2
8973,使处於不利地位,-2
8974,失败的,-2
8975,感叹,-2
8976,使惊慌,-2
8977,沾染,-2
8978,不可能的,-2
8979,对峙,-2
8980,冗长乏味的,-2
8981,落伍,-2
8982,跛子,-2
8983,斗争,-2
8984,蠢驴,-2
8985,苛求,-2
8986,世代结仇,-2
8987,毁灭性,-2
8988,有问题,-2
8989,好斗,-2
8990,反覆,-2
8991,卑鄙,-2
8992,臭男人,-2
8993,重压,-2
8994,抑郁,-2
8995,动手,-2
8996,狂乱,-2
8997,鸟东西,-2
8998,害羞,-2
8999,不利,-2
9000,强制的,-2
9001,滚远,-2
9002,厚脸皮的,-2
9003,不切,-2
9004,根本就,-2
9005,功利论者,-2
9006,清算清算,-2
9007,歇斯底里的,-2
9008,刺痛,-2
9009,炮轰,-2
9010,真烂,-2
9011,出轨,-2
9012,失血,-2
9013,穷人,-2
9014,遁辞,-2
9015,坏运气,-2
9016,辛苦的,-2
9017,处境艰难,-2
9018,叛国,-2
9019,白痴般的,-2
9020,死东西,-2
9021,不能压制,-2
9022,罗唆,-2
9023,制止,-2
9024,气死,-2
9025,掉队,-2
9026,成空,-2
9027,烦死,-2
9028,使极度激动,-2
9029,摇摇,-2
9030,穷困的,-2
9031,默默,-2
9032,不新鲜,-2
9033,蒙受,-2
9034,挥霍的,-2
9035,争论的,-2
9036,阴间,-2
9037,干你全家,-2
9038,过得去的,-2
9039,不赞成,-2
9040,凹痕,-2
9041,溃疡,-2
9042,使腐蚀,-2
9043,令人悲痛,-2
9044,更坏,-2
9045,硫化,-2
9046,薄情的,-2
9047,眩目地照射,-2
9048,造成损害的,-2
9049,使感觉不满,-2
9050,毒打,-2
9051,凋萎,-2
9052,赛林良,-2
9053,毒手,-2
9054,裂开,-2
9055,逼走,-2
9056,难解的,-2
9057,孤寂的,-2
9058,未中,-2
9059,呜呜咽咽,-2
9060,使僵持,-2
9061,不说话的,-2
9062,葬身,-2
9063,被腐蚀,-2
9064,臭味,-2
9065,诽谤的,-2
9066,压破,-2
9067,惨白的,-2
9068,不近人情,-2
9069,自吹自擂说,-2
9070,贝戈戈,-2
9071,废弃,-2
9072,不能决定,-2
9073,有害的植物,-2
9074,猪母,-2
9075,困穷的,-2
9076,欺诈者,-2
9077,欺凌,-2
9078,黯淡的,-2
9079,充满危险的,-2
9080,翻找,-2
9081,病魔,-2
9082,被诅咒的,-2
9083,飞溅出,-2
9084,哭着使,-2
9085,过不去,-2
9086,真假可疑,-2
9087,狩猎,-2
9088,流出,-2
9089,内讧,-2
9090,想抢走,-2
9091,可厌,-2
9092,要死要活,-2
9093,使极苦闷,-2
9094,蔓延,-2
9095,令人伤心的,-2
9096,爆震,-2
9097,针刺,-2
9098,屌屁,-2
9099,误认,-2
9100,甩得,-2
9101,使起皱纹,-2
9102,笨蛋,-2
9103,不屑,-2
9104,哭夭个屁,-2
9105,低迷,-2
9106,不得力,-2
9107,无遮蔽,-2
9108,嗜杀,-2
9109,漏损量,-2
9110,讨厌的,-2
9111,怒火,-2
9112,未缓和的,-2
9113,使赤贫,-2
9114,刺痛人,-2
9115,相异,-2
9116,尖声发出,-2
9117,趁火打劫,-2
9118,不可收拾,-2
9119,可叹,-2
9120,心神不安,-2
9121,法西斯主义者,-2
9122,不忠,-2
9123,与斗拳,-2
9124,虚张,-2
9125,不快,-2
9126,搞援交,-2
9127,惴惴不安,-2
9128,慢吞吞地,-2
9129,屠场,-2
9130,酸味,-2
9131,不忿,-2
9132,受阻止,-2
9133,崎岖不平,-2
9134,清算,-2
9135,表示轻蔑,-2
9136,招致,-2
9137,违命,-2
9138,非法的,-2
9139,犯过失,-2
9140,淫污,-2
9141,砍痕,-2
9142,落後的,-2
9143,不敢苟同,-2
9144,低级庸俗的,-2
9145,有瘾,-2
9146,笨猪,-2
9147,乱屁,-2
9148,摇晃,-2
9149,迷乱,-2
9150,罢课,-2
9151,不确的,-2
9152,逼迫,-2
9153,有屁用,-2
9154,逼近,-2
9155,嗜杀成性,-2
9156,不得,-2
9157,投入深渊,-2
9158,丧心,-2
9159,恐布份子,-2
9160,刁难,-2
9161,鬼鬼祟祟做事,-2
9162,不胜任,-2
9163,你去死,-2
9164,无效能的,-2
9165,寄食,-2
9166,不彰,-2
9167,疑惧,-2
9168,慌乱,-2
9169,轻易停止的人,-2
9170,疑惑,-2
9171,猜想,-2
9172,黑暗,-2
9173,怎麽这样,-2
9174,沈重的步伐,-2
9175,荒诞,-2
9176,马的,-2
9177,我好恨,-2
9178,哈巴狗,-2
9179,没有观察到的,-2
9180,凶什麽,-2
9181,不情愿,-2
9182,惊异,-2
9183,强要,-2
9184,有顾忌的,-2
9185,杂讯,-2
9186,好唠叨,-2
9187,令人伤心,-2
9188,减少之量,-2
9189,洋鬼子,-2
9190,干恁娘,-2
9191,贪念,-2
9192,不平常的,-2
9193,动干戈,-2
9194,怀有恶意的,-2
9195,私通,-2
9196,敌对,-2
9197,撞死,-2
9198,约束,-2
9199,嗜杀成性的人,-2
9200,噘嘴,-2
9201,受痛苦,-2
9202,死三八,-2
9203,寒冷,-2
9204,可怕的事物,-2
